day_count,date,OPEN,CLOSE,daily_change,daily_change_perc
174,14-09-2022,17771.15,18003.75,232.6,1.30886296
175,15-09-2022,18046.35,17877.4,-168.95,-0.936200395
176,16-09-2022,17796.8,17530.85,-265.95,-1.494369774
177,19-09-2022,17540.65,17622.25,81.6,0.465205109
178,20-09-2022,17770.4,17816.25,45.85,0.258013326
179,21-09-2022,17766.35,17718.35,-48,-0.270173671
180,22-09-2022,17609.65,17629.8,20.15,0.114425897
181,23-09-2022,17593.85,17327.35,-266.5,-1.514733842
182,26-09-2022,17156.3,17016.3,-140,-0.816026766
183,27-09-2022,17110.9,17007.4,-103.5,-0.604877593
184,28-09-2022,16870.55,16858.6,-11.95,-0.070833494
185,29-09-2022,16993.6,16818.1,-175.5,-1.032741738
186,30-09-2022,16798.05,17094.35,296.3,1.763895214
187,03-10-2022,17102.1,16887.35,-214.75,-1.255693745
188,04-10-2022,17147.45,17274.3,126.85,0.739760139
189,06-10-2022,17379.25,17331.8,-47.45,-0.273026742
190,07-10-2022,17287.2,17314.65,27.45,0.158788005
191,10-10-2022,17094.35,17241,146.65,0.857885793
192,11-10-2022,17256.05,16983.55,-272.5,-1.579156296
193,12-10-2022,17025.55,17123.6,98.05,0.575899163
194,13-10-2022,17087.35,17014.35,-73,-0.427216625
195,14-10-2022,17322.3,17185.7,-136.6,-0.788578884
196,17-10-2022,17144.8,17311.8,167,0.974056274
197,18-10-2022,17438.75,17486.95,48.2,0.276395957
198,19-10-2022,17568.15,17512.25,-55.9,-0.318189451
199,20-10-2022,17423.1,17563.95,140.85,0.808409525
200,21-10-2022,17622.85,17576.3,-46.55,-0.264145697
201,24-10-2022,17736.35,17730.75,-5.6,-0.031573576
202,25-10-2022,17808.3,17656.35,-151.95,-0.85325382
203,27-10-2022,17771.4,17736.95,-34.45,-0.193850794
204,28-10-2022,17756.4,17786.8,30.4,0.171205875
205,31-10-2022,17910.2,18012.2,102,0.569507878
206,01-11-2022,18130.7,18145.4,14.7,0.081077951
207,02-11-2022,18177.9,18082.85,-95.05,-0.522887682
208,03-11-2022,17968.35,18052.7,84.35,0.469436537
209,04-11-2022,18053.4,18117.15,63.75,0.35311908
210,07-11-2022,18211.75,18202.8,-8.95,-0.049144097
211,09-11-2022,18288.25,18157,-131.25,-0.717673916
212,10-11-2022,18044.35,18028.2,-16.15,-0.0895017
213,11-11-2022,18272.35,18349.7,77.35,0.423317198
214,14-11-2022,18376.4,18329.15,-47.25,-0.257123267
215,15-11-2022,18362.75,18403.4,40.65,0.221372071
216,16-11-2022,18398.25,18409.65,11.4,0.061962415
217,17-11-2022,18358.7,18343.9,-14.8,-0.08061573
218,18-11-2022,18382.95,18307.65,-75.3,-0.409618696
219,21-11-2022,18246.4,18159.95,-86.45,-0.47379209
220,22-11-2022,18179.15,18244.2,65.05,0.357827511
221,23-11-2022,18325.2,18267.25,-57.95,-0.316231201
222,24-11-2022,18326.1,18484.1,158,0.862158342
223,25-11-2022,18528.45,18512.75,-15.7,-0.084734557
224,28-11-2022,18430.55,18562.75,132.2,0.71728733
225,29-11-2022,18552.45,18618.05,65.6,0.353592113
226,30-11-2022,18625.7,18758.35,132.65,0.712187998
227,01-12-2022,18871.95,18812.5,-59.45,-0.315017791
228,02-12-2022,18752.4,18696.1,-56.3,-0.300228237
229,05-12-2022,18719.55,18701.05,-18.5,-0.098827162
230,06-12-2022,18600.65,18642.75,42.1,0.226336176
231,07-12-2022,18638.85,18560.5,-78.35,-0.420358552
232,08-12-2022,18570.85,18609.35,38.5,0.207314151
233,09-12-2022,18662.4,18496.6,-165.8,-0.888417353
234,12-12-2022,18402.15,18497.15,95,0.516244026
235,13-12-2022,18524.4,18608,83.6,0.451296668
236,14-12-2022,18671.25,18660.3,-10.95,-0.058646315
237,15-12-2022,18614.4,18414.9,-199.5,-1.071750903
238,16-12-2022,18319.1,18269,-50.1,-0.273485051
239,19-12-2022,18288.1,18420.45,132.35,0.723694643
240,20-12-2022,18340.3,18385.3,45,0.245361308
241,21-12-2022,18435.15,18199.1,-236.05,-1.280434388
242,22-12-2022,18288.8,18127.35,-161.45,-0.882780718
243,23-12-2022,17977.65,17806.8,-170.85,-0.95034668
244,26-12-2022,17830.4,18014.6,184.2,1.033067121
245,27-12-2022,18089.8,18132.3,42.5,0.234939026
246,28-12-2022,18084.75,18122.5,37.75,0.208739408
247,29-12-2022,18045.7,18191,145.3,0.805177965
248,30-12-2022,18259.1,18105.3,-153.8,-0.84231972
