,INDEX_NAME,HistoricalDate,OPEN,CLOSE,daily_change,daily_change_perc,year,day,week
79,Nifty 50,2020-04-28,9389.8,9380.9,-8.9,-0.09,2020,Tuesday,18
80,Nifty 50,2020-04-29,9408.6,9553.35,144.75,1.54,2020,Wednesday,18
81,Nifty 50,2020-04-30,9753.5,9859.9,106.4,1.09,2020,Thursday,18
82,Nifty 50,2020-05-04,9533.5,9293.5,-240.0,-2.52,2020,Monday,19
83,Nifty 50,2020-05-05,9429.4,9205.6,-223.8,-2.37,2020,Tuesday,19
84,Nifty 50,2020-05-06,9226.8,9270.9,44.1,0.48,2020,Wednesday,19
85,Nifty 50,2020-05-07,9234.05,9199.05,-35.0,-0.38,2020,Thursday,19
86,Nifty 50,2020-05-08,9376.95,9251.5,-125.45,-1.34,2020,Friday,19
87,Nifty 50,2020-05-11,9348.15,9239.2,-108.95,-1.17,2020,Monday,20
88,Nifty 50,2020-05-12,9168.85,9196.55,27.7,0.3,2020,Tuesday,20
89,Nifty 50,2020-05-13,9584.2,9383.55,-200.65,-2.09,2020,Wednesday,20
90,Nifty 50,2020-05-14,9213.95,9142.75,-71.2,-0.77,2020,Thursday,20
91,Nifty 50,2020-05-15,9182.4,9136.85,-45.55,-0.5,2020,Friday,20
92,Nifty 50,2020-05-18,9158.3,8823.25,-335.05,-3.66,2020,Monday,21
93,Nifty 50,2020-05-19,8961.7,8879.1,-82.6,-0.92,2020,Tuesday,21
94,Nifty 50,2020-05-20,8889.15,9066.55,177.4,2.0,2020,Wednesday,21
95,Nifty 50,2020-05-21,9079.45,9106.25,26.8,0.3,2020,Thursday,21
96,Nifty 50,2020-05-22,9067.9,9039.25,-28.65,-0.32,2020,Friday,21
97,Nifty 50,2020-05-26,9099.75,9029.05,-70.7,-0.78,2020,Tuesday,22
98,Nifty 50,2020-05-27,9082.2,9314.95,232.75,2.56,2020,Wednesday,22
99,Nifty 50,2020-05-28,9364.95,9490.1,125.15,1.34,2020,Thursday,22
100,Nifty 50,2020-05-29,9422.2,9580.3,158.1,1.68,2020,Friday,22
101,Nifty 50,2020-06-01,9726.85,9826.15,99.3,1.02,2020,Monday,23
102,Nifty 50,2020-06-02,9880.85,9979.1,98.25,0.99,2020,Tuesday,23
103,Nifty 50,2020-06-03,10108.3,10061.55,-46.75,-0.46,2020,Wednesday,23
104,Nifty 50,2020-06-04,10054.25,10029.1,-25.15,-0.25,2020,Thursday,23
105,Nifty 50,2020-06-05,10093.8,10142.15,48.35,0.48,2020,Friday,23
106,Nifty 50,2020-06-08,10326.75,10167.45,-159.3,-1.54,2020,Monday,24
107,Nifty 50,2020-06-09,10181.15,10046.65,-134.5,-1.32,2020,Tuesday,24
108,Nifty 50,2020-06-10,10072.6,10116.15,43.55,0.43,2020,Wednesday,24
109,Nifty 50,2020-06-11,10094.1,9902.0,-192.1,-1.9,2020,Thursday,24
110,Nifty 50,2020-06-12,9544.95,9972.9,427.95,4.48,2020,Friday,24
111,Nifty 50,2020-06-15,9919.35,9813.7,-105.65,-1.07,2020,Monday,25
112,Nifty 50,2020-06-16,10014.8,9914.0,-100.8,-1.01,2020,Tuesday,25
113,Nifty 50,2020-06-17,9876.7,9881.15,4.45,0.05,2020,Wednesday,25
114,Nifty 50,2020-06-18,9863.25,10091.65,228.4,2.32,2020,Thursday,25
115,Nifty 50,2020-06-19,10119.0,10244.4,125.4,1.24,2020,Friday,25
116,Nifty 50,2020-06-22,10318.75,10311.2,-7.55,-0.07,2020,Monday,26
117,Nifty 50,2020-06-23,10347.95,10471.0,123.05,1.19,2020,Tuesday,26
118,Nifty 50,2020-06-24,10529.25,10305.3,-223.95,-2.13,2020,Wednesday,26
119,Nifty 50,2020-06-25,10235.55,10288.9,53.35,0.52,2020,Thursday,26
120,Nifty 50,2020-06-26,10378.9,10383.0,4.1,0.04,2020,Friday,26
121,Nifty 50,2020-06-29,10311.95,10312.4,0.45,0.0,2020,Monday,27
122,Nifty 50,2020-06-30,10382.6,10302.1,-80.5,-0.78,2020,Tuesday,27
123,Nifty 50,2020-07-01,10323.8,10430.05,106.25,1.03,2020,Wednesday,27
124,Nifty 50,2020-07-02,10493.05,10551.7,58.65,0.56,2020,Thursday,27
125,Nifty 50,2020-07-03,10614.95,10607.35,-7.6,-0.07,2020,Friday,27
126,Nifty 50,2020-07-06,10723.85,10763.65,39.8,0.37,2020,Monday,28
127,Nifty 50,2020-07-07,10802.85,10799.65,-3.2,-0.03,2020,Tuesday,28
128,Nifty 50,2020-07-08,10818.65,10705.75,-112.9,-1.04,2020,Wednesday,28
129,Nifty 50,2020-07-09,10755.55,10813.45,57.9,0.54,2020,Thursday,28
130,Nifty 50,2020-07-10,10764.1,10768.05,3.95,0.04,2020,Friday,28
131,Nifty 50,2020-07-13,10851.85,10802.7,-49.15,-0.45,2020,Monday,29
132,Nifty 50,2020-07-14,10750.85,10607.35,-143.5,-1.33,2020,Tuesday,29
133,Nifty 50,2020-07-15,10701.0,10618.2,-82.8,-0.77,2020,Wednesday,29
134,Nifty 50,2020-07-16,10706.2,10739.95,33.75,0.32,2020,Thursday,29
135,Nifty 50,2020-07-17,10752.0,10901.7,149.7,1.39,2020,Friday,29
136,Nifty 50,2020-07-20,10999.45,11022.2,22.75,0.21,2020,Monday,30
137,Nifty 50,2020-07-21,11126.1,11162.25,36.15,0.32,2020,Tuesday,30
138,Nifty 50,2020-07-22,11231.2,11132.6,-98.6,-0.88,2020,Wednesday,30
139,Nifty 50,2020-07-23,11135.0,11215.45,80.45,0.72,2020,Thursday,30
140,Nifty 50,2020-07-24,11149.95,11194.15,44.2,0.4,2020,Friday,30
141,Nifty 50,2020-07-27,11225.0,11131.8,-93.2,-0.83,2020,Monday,31
142,Nifty 50,2020-07-28,11154.1,11300.55,146.45,1.31,2020,Tuesday,31
143,Nifty 50,2020-07-29,11276.9,11202.85,-74.05,-0.66,2020,Wednesday,31
144,Nifty 50,2020-07-30,11254.3,11102.15,-152.15,-1.35,2020,Thursday,31
145,Nifty 50,2020-07-31,11139.5,11073.45,-66.05,-0.59,2020,Friday,31
146,Nifty 50,2020-08-03,11057.55,10891.6,-165.95,-1.5,2020,Monday,32
147,Nifty 50,2020-08-04,10946.65,11095.25,148.6,1.36,2020,Tuesday,32
148,Nifty 50,2020-08-05,11155.75,11101.65,-54.1,-0.48,2020,Wednesday,32
149,Nifty 50,2020-08-06,11185.7,11200.15,14.45,0.13,2020,Thursday,32
150,Nifty 50,2020-08-07,11186.65,11214.05,27.4,0.24,2020,Friday,32
151,Nifty 50,2020-08-10,11270.25,11270.15,-0.1,-0.0,2020,Monday,33
152,Nifty 50,2020-08-11,11322.25,11322.5,0.25,0.0,2020,Tuesday,33
153,Nifty 50,2020-08-12,11289.0,11308.4,19.4,0.17,2020,Wednesday,33
154,Nifty 50,2020-08-13,11334.85,11300.45,-34.4,-0.3,2020,Thursday,33
155,Nifty 50,2020-08-14,11353.3,11178.4,-174.9,-1.54,2020,Friday,33
156,Nifty 50,2020-08-17,11248.9,11247.1,-1.8,-0.02,2020,Monday,34
157,Nifty 50,2020-08-18,11259.8,11385.35,125.55,1.12,2020,Tuesday,34
158,Nifty 50,2020-08-19,11452.15,11408.4,-43.75,-0.38,2020,Wednesday,34
159,Nifty 50,2020-08-20,11317.45,11312.2,-5.25,-0.05,2020,Thursday,34
160,Nifty 50,2020-08-21,11409.65,11371.6,-38.05,-0.33,2020,Friday,34
161,Nifty 50,2020-08-24,11412.0,11466.45,54.45,0.48,2020,Monday,35
162,Nifty 50,2020-08-25,11513.1,11472.25,-40.85,-0.35,2020,Tuesday,35
163,Nifty 50,2020-08-26,11512.85,11549.6,36.75,0.32,2020,Wednesday,35
164,Nifty 50,2020-08-27,11609.3,11559.25,-50.05,-0.43,2020,Thursday,35
165,Nifty 50,2020-08-28,11602.95,11647.6,44.65,0.38,2020,Friday,35
166,Nifty 50,2020-08-31,11777.55,11387.5,-390.05,-3.31,2020,Monday,36
167,Nifty 50,2020-09-01,11464.3,11470.25,5.95,0.05,2020,Tuesday,36
168,Nifty 50,2020-09-02,11478.55,11535.0,56.45,0.49,2020,Wednesday,36
169,Nifty 50,2020-09-03,11566.2,11527.45,-38.75,-0.34,2020,Thursday,36
170,Nifty 50,2020-09-04,11354.4,11333.85,-20.55,-0.18,2020,Friday,36
171,Nifty 50,2020-09-07,11359.6,11355.05,-4.55,-0.04,2020,Monday,37
172,Nifty 50,2020-09-08,11378.55,11317.35,-61.2,-0.54,2020,Tuesday,37
173,Nifty 50,2020-09-09,11218.6,11278.0,59.4,0.53,2020,Wednesday,37
174,Nifty 50,2020-09-10,11363.3,11449.25,85.95,0.76,2020,Thursday,37
175,Nifty 50,2020-09-11,11447.8,11464.45,16.65,0.15,2020,Friday,37
176,Nifty 50,2020-09-14,11540.15,11440.05,-100.1,-0.87,2020,Monday,38
177,Nifty 50,2020-09-15,11487.2,11521.8,34.6,0.3,2020,Tuesday,38
178,Nifty 50,2020-09-16,11538.45,11604.55,66.1,0.57,2020,Wednesday,38
179,Nifty 50,2020-09-17,11539.4,11516.1,-23.3,-0.2,2020,Thursday,38
180,Nifty 50,2020-09-18,11584.1,11504.95,-79.15,-0.68,2020,Friday,38
181,Nifty 50,2020-09-21,11503.8,11250.55,-253.25,-2.2,2020,Monday,39
182,Nifty 50,2020-09-22,11301.75,11153.65,-148.1,-1.31,2020,Tuesday,39
183,Nifty 50,2020-09-23,11258.75,11131.85,-126.9,-1.13,2020,Wednesday,39
184,Nifty 50,2020-09-24,11011.0,10805.55,-205.45,-1.87,2020,Thursday,39
185,Nifty 50,2020-09-25,10910.4,11050.25,139.85,1.28,2020,Friday,39
186,Nifty 50,2020-09-28,11140.85,11227.55,86.7,0.78,2020,Monday,40
187,Nifty 50,2020-09-29,11288.6,11222.4,-66.2,-0.59,2020,Tuesday,40
188,Nifty 50,2020-09-30,11244.45,11247.55,3.1,0.03,2020,Wednesday,40
189,Nifty 50,2020-10-01,11364.45,11416.95,52.5,0.46,2020,Thursday,40
190,Nifty 50,2020-10-05,11487.8,11503.35,15.55,0.14,2020,Monday,41
191,Nifty 50,2020-10-06,11603.45,11662.4,58.95,0.51,2020,Tuesday,41
192,Nifty 50,2020-10-07,11679.25,11738.85,59.6,0.51,2020,Wednesday,41
193,Nifty 50,2020-10-08,11835.4,11834.6,-0.8,-0.01,2020,Thursday,41
194,Nifty 50,2020-10-09,11852.05,11914.2,62.15,0.52,2020,Friday,41
195,Nifty 50,2020-10-12,11973.55,11930.95,-42.6,-0.36,2020,Monday,42
196,Nifty 50,2020-10-13,11934.65,11934.5,-0.15,-0.0,2020,Tuesday,42
197,Nifty 50,2020-10-14,11917.4,11971.05,53.65,0.45,2020,Wednesday,42
198,Nifty 50,2020-10-15,12023.45,11680.35,-343.1,-2.85,2020,Thursday,42
199,Nifty 50,2020-10-16,11727.4,11762.45,35.05,0.3,2020,Friday,42
200,Nifty 50,2020-10-19,11879.2,11873.05,-6.15,-0.05,2020,Monday,43
201,Nifty 50,2020-10-20,11861.0,11896.8,35.8,0.3,2020,Tuesday,43
202,Nifty 50,2020-10-21,11958.55,11937.65,-20.9,-0.17,2020,Wednesday,43
203,Nifty 50,2020-10-22,11890.0,11896.45,6.45,0.05,2020,Thursday,43
204,Nifty 50,2020-10-23,11957.9,11930.35,-27.55,-0.23,2020,Friday,43
205,Nifty 50,2020-10-26,11937.4,11767.75,-169.65,-1.42,2020,Monday,44
206,Nifty 50,2020-10-27,11807.1,11889.4,82.3,0.7,2020,Tuesday,44
207,Nifty 50,2020-10-28,11922.6,11729.6,-193.0,-1.62,2020,Wednesday,44
208,Nifty 50,2020-10-29,11633.3,11670.8,37.5,0.32,2020,Thursday,44
209,Nifty 50,2020-10-30,11678.45,11642.4,-36.05,-0.31,2020,Friday,44
210,Nifty 50,2020-11-02,11697.35,11669.15,-28.2,-0.24,2020,Monday,45
211,Nifty 50,2020-11-03,11734.45,11813.5,79.05,0.67,2020,Tuesday,45
212,Nifty 50,2020-11-04,11783.35,11908.5,125.15,1.06,2020,Wednesday,45
213,Nifty 50,2020-11-05,12062.4,12120.3,57.9,0.48,2020,Thursday,45
214,Nifty 50,2020-11-06,12156.65,12263.55,106.9,0.88,2020,Friday,45
215,Nifty 50,2020-11-09,12399.4,12461.05,61.65,0.5,2020,Monday,46
216,Nifty 50,2020-11-10,12556.4,12631.1,74.7,0.59,2020,Tuesday,46
217,Nifty 50,2020-11-11,12680.6,12749.15,68.55,0.54,2020,Wednesday,46
218,Nifty 50,2020-11-12,12702.15,12690.8,-11.35,-0.09,2020,Thursday,46
219,Nifty 50,2020-11-13,12659.7,12719.95,60.25,0.48,2020,Friday,46
220,Nifty 50,2020-11-14,12823.35,12780.25,-43.1,-0.34,2020,Saturday,46
221,Nifty 50,2020-11-17,12932.5,12874.2,-58.3,-0.45,2020,Tuesday,47
222,Nifty 50,2020-11-18,12860.1,12938.25,78.15,0.61,2020,Wednesday,47
223,Nifty 50,2020-11-19,12839.5,12771.7,-67.8,-0.53,2020,Thursday,47
224,Nifty 50,2020-11-20,12813.4,12859.05,45.65,0.36,2020,Friday,47
225,Nifty 50,2020-11-23,12960.3,12926.45,-33.85,-0.26,2020,Monday,48
226,Nifty 50,2020-11-24,13002.6,13055.15,52.55,0.4,2020,Tuesday,48
227,Nifty 50,2020-11-25,13130.0,12858.4,-271.6,-2.07,2020,Wednesday,48
228,Nifty 50,2020-11-26,12906.45,12987.0,80.55,0.62,2020,Thursday,48
229,Nifty 50,2020-11-27,13012.05,12968.95,-43.1,-0.33,2020,Friday,48
230,Nifty 50,2020-12-01,13062.2,13109.05,46.85,0.36,2020,Tuesday,49
231,Nifty 50,2020-12-02,13121.4,13113.75,-7.65,-0.06,2020,Wednesday,49
232,Nifty 50,2020-12-03,13215.3,13133.9,-81.4,-0.62,2020,Thursday,49
233,Nifty 50,2020-12-04,13177.4,13258.55,81.15,0.62,2020,Friday,49
234,Nifty 50,2020-12-07,13264.85,13355.75,90.9,0.69,2020,Monday,50
235,Nifty 50,2020-12-08,13393.85,13392.95,-0.9,-0.01,2020,Tuesday,50
236,Nifty 50,2020-12-09,13458.1,13529.1,71.0,0.53,2020,Wednesday,50
237,Nifty 50,2020-12-10,13488.5,13478.3,-10.2,-0.08,2020,Thursday,50
238,Nifty 50,2020-12-11,13512.3,13513.85,1.55,0.01,2020,Friday,50
239,Nifty 50,2020-12-14,13571.45,13558.15,-13.3,-0.1,2020,Monday,51
240,Nifty 50,2020-12-15,13547.2,13567.85,20.65,0.15,2020,Tuesday,51
241,Nifty 50,2020-12-16,13663.1,13682.7,19.6,0.14,2020,Wednesday,51
242,Nifty 50,2020-12-17,13713.55,13740.7,27.15,0.2,2020,Thursday,51
243,Nifty 50,2020-12-18,13764.4,13760.55,-3.85,-0.03,2020,Friday,51
244,Nifty 50,2020-12-21,13741.9,13328.4,-413.5,-3.01,2020,Monday,52
245,Nifty 50,2020-12-22,13373.65,13466.3,92.65,0.69,2020,Tuesday,52
246,Nifty 50,2020-12-23,13473.5,13601.1,127.6,0.95,2020,Wednesday,52
247,Nifty 50,2020-12-24,13672.15,13749.25,77.1,0.56,2020,Thursday,52
248,Nifty 50,2020-12-28,13815.15,13873.2,58.05,0.42,2020,Monday,53
249,Nifty 50,2020-12-29,13910.35,13932.6,22.25,0.16,2020,Tuesday,53
250,Nifty 50,2020-12-30,13980.9,13981.95,1.05,0.01,2020,Wednesday,53
251,Nifty 50,2020-12-31,13970.0,13981.75,11.75,0.08,2020,Thursday,53
252,Nifty 50,2021-01-01,13996.1,14018.5,22.4,0.16,2020,Friday,53
253,Nifty 50,2021-01-04,14104.35,14132.9,28.55,0.2,2021,Monday,1
254,Nifty 50,2021-01-05,14075.15,14199.5,124.35,0.88,2021,Tuesday,1
255,Nifty 50,2021-01-06,14240.95,14146.25,-94.7,-0.66,2021,Wednesday,1
256,Nifty 50,2021-01-07,14253.75,14137.35,-116.4,-0.82,2021,Thursday,1
257,Nifty 50,2021-01-08,14258.4,14347.25,88.85,0.62,2021,Friday,1
258,Nifty 50,2021-01-11,14474.05,14484.75,10.7,0.07,2021,Monday,2
259,Nifty 50,2021-01-12,14473.8,14563.45,89.65,0.62,2021,Tuesday,2
260,Nifty 50,2021-01-13,14639.8,14564.85,-74.95,-0.51,2021,Wednesday,2
261,Nifty 50,2021-01-14,14550.05,14595.6,45.55,0.31,2021,Thursday,2
262,Nifty 50,2021-01-15,14594.35,14433.7,-160.65,-1.1,2021,Friday,2
263,Nifty 50,2021-01-18,14453.3,14281.3,-172.0,-1.19,2021,Monday,3
264,Nifty 50,2021-01-19,14371.65,14521.15,149.5,1.04,2021,Tuesday,3
265,Nifty 50,2021-01-20,14538.3,14644.7,106.4,0.73,2021,Wednesday,3
266,Nifty 50,2021-01-21,14730.95,14590.35,-140.6,-0.95,2021,Thursday,3
267,Nifty 50,2021-01-22,14583.4,14371.9,-211.5,-1.45,2021,Friday,3
268,Nifty 50,2021-01-25,14477.8,14238.9,-238.9,-1.65,2021,Monday,4
269,Nifty 50,2021-01-27,14237.95,13967.5,-270.45,-1.9,2021,Wednesday,4
270,Nifty 50,2021-01-28,13810.4,13817.55,7.15,0.05,2021,Thursday,4
271,Nifty 50,2021-01-29,13946.6,13634.6,-312.0,-2.24,2021,Friday,4
272,Nifty 50,2021-02-01,13758.6,14281.2,522.6,3.8,2021,Monday,5
273,Nifty 50,2021-02-02,14481.1,14647.85,166.75,1.15,2021,Tuesday,5
274,Nifty 50,2021-02-03,14754.9,14789.95,35.05,0.24,2021,Wednesday,5
275,Nifty 50,2021-02-04,14789.05,14895.65,106.6,0.72,2021,Thursday,5
276,Nifty 50,2021-02-05,14952.6,14924.25,-28.35,-0.19,2021,Friday,5
277,Nifty 50,2021-02-08,15064.3,15115.8,51.5,0.34,2021,Monday,6
278,Nifty 50,2021-02-09,15164.15,15109.3,-54.85,-0.36,2021,Tuesday,6
279,Nifty 50,2021-02-10,15119.05,15106.5,-12.55,-0.08,2021,Wednesday,6
280,Nifty 50,2021-02-11,15073.25,15173.3,100.05,0.66,2021,Thursday,6
281,Nifty 50,2021-02-12,15186.2,15163.3,-22.9,-0.15,2021,Friday,6
282,Nifty 50,2021-02-15,15270.3,15314.7,44.4,0.29,2021,Monday,7
283,Nifty 50,2021-02-16,15371.45,15313.45,-58.0,-0.38,2021,Tuesday,7
284,Nifty 50,2021-02-17,15279.9,15208.9,-71.0,-0.46,2021,Wednesday,7
285,Nifty 50,2021-02-18,15238.7,15118.95,-119.75,-0.79,2021,Thursday,7
286,Nifty 50,2021-02-19,15074.8,14981.75,-93.05,-0.62,2021,Friday,7
287,Nifty 50,2021-02-22,14999.05,14675.7,-323.35,-2.16,2021,Monday,8
288,Nifty 50,2021-02-23,14782.25,14707.8,-74.45,-0.5,2021,Tuesday,8
289,Nifty 50,2021-02-24,14729.15,14982.0,252.85,1.72,2021,Wednesday,8
290,Nifty 50,2021-02-25,15079.85,15097.35,17.5,0.12,2021,Thursday,8
291,Nifty 50,2021-02-26,14888.6,14529.15,-359.45,-2.41,2021,Friday,8
292,Nifty 50,2021-03-01,14702.5,14761.55,59.05,0.4,2021,Monday,9
293,Nifty 50,2021-03-02,14865.3,14919.1,53.8,0.36,2021,Tuesday,9
294,Nifty 50,2021-03-03,15064.4,15245.6,181.2,1.2,2021,Wednesday,9
295,Nifty 50,2021-03-04,15026.75,15080.75,54.0,0.36,2021,Thursday,9
296,Nifty 50,2021-03-05,14977.95,14938.1,-39.85,-0.27,2021,Friday,9
297,Nifty 50,2021-03-08,15002.45,14956.2,-46.25,-0.31,2021,Monday,10
298,Nifty 50,2021-03-09,15049.9,15098.4,48.5,0.32,2021,Tuesday,10
299,Nifty 50,2021-03-10,15202.15,15174.8,-27.35,-0.18,2021,Wednesday,10
300,Nifty 50,2021-03-12,15321.15,15030.95,-290.2,-1.89,2021,Friday,10
301,Nifty 50,2021-03-15,15048.4,14929.5,-118.9,-0.79,2021,Monday,11
302,Nifty 50,2021-03-16,14996.1,14910.45,-85.65,-0.57,2021,Tuesday,11
303,Nifty 50,2021-03-17,14946.55,14721.3,-225.25,-1.51,2021,Wednesday,11
304,Nifty 50,2021-03-18,14855.5,14557.85,-297.65,-2.0,2021,Thursday,11
305,Nifty 50,2021-03-19,14471.15,14744.0,272.85,1.89,2021,Friday,11
306,Nifty 50,2021-03-22,14736.3,14736.4,0.1,0.0,2021,Monday,12
307,Nifty 50,2021-03-23,14768.55,14814.75,46.2,0.31,2021,Tuesday,12
