,INDEX_NAME,HistoricalDate,OPEN,CLOSE,daily_change,daily_change_perc,year,day,week
308,Nifty 50,2021-03-24,14712.45,14549.4,-163.05,-1.11,2021,Wednesday,12
309,Nifty 50,2021-03-25,14570.9,14324.9,-246.0,-1.69,2021,Thursday,12
310,Nifty 50,2021-03-26,14506.3,14507.3,1.0,0.01,2021,Friday,12
311,Nifty 50,2021-03-30,14628.5,14845.1,216.6,1.48,2021,Tuesday,13
312,Nifty 50,2021-03-31,14811.85,14690.7,-121.15,-0.82,2021,Wednesday,13
313,Nifty 50,2021-04-01,14798.4,14867.35,68.95,0.47,2021,Thursday,13
314,Nifty 50,2021-04-05,14837.7,14637.8,-199.9,-1.35,2021,Monday,14
315,Nifty 50,2021-04-06,14737.0,14683.5,-53.5,-0.36,2021,Tuesday,14
316,Nifty 50,2021-04-07,14716.45,14819.05,102.6,0.7,2021,Wednesday,14
317,Nifty 50,2021-04-08,14875.65,14873.8,-1.85,-0.01,2021,Thursday,14
318,Nifty 50,2021-04-09,14882.65,14834.85,-47.8,-0.32,2021,Friday,14
319,Nifty 50,2021-04-12,14644.65,14310.8,-333.85,-2.28,2021,Monday,15
320,Nifty 50,2021-04-13,14364.9,14504.8,139.9,0.97,2021,Tuesday,15
321,Nifty 50,2021-04-15,14522.4,14581.45,59.05,0.41,2021,Thursday,15
322,Nifty 50,2021-04-16,14599.6,14617.85,18.25,0.13,2021,Friday,15
323,Nifty 50,2021-04-19,14306.6,14359.45,52.85,0.37,2021,Monday,16
324,Nifty 50,2021-04-20,14526.7,14296.4,-230.3,-1.59,2021,Tuesday,16
325,Nifty 50,2021-04-22,14219.15,14406.15,187.0,1.32,2021,Thursday,16
326,Nifty 50,2021-04-23,14326.35,14341.35,15.0,0.1,2021,Friday,16
327,Nifty 50,2021-04-26,14449.45,14485.0,35.55,0.25,2021,Monday,17
328,Nifty 50,2021-04-27,14493.8,14653.05,159.25,1.1,2021,Tuesday,17
329,Nifty 50,2021-04-28,14710.5,14864.55,154.05,1.05,2021,Wednesday,17
330,Nifty 50,2021-04-29,14979.0,14894.9,-84.1,-0.56,2021,Thursday,17
331,Nifty 50,2021-04-30,14747.35,14631.1,-116.25,-0.79,2021,Friday,17
332,Nifty 50,2021-05-03,14481.05,14634.15,153.1,1.06,2021,Monday,18
333,Nifty 50,2021-05-04,14687.25,14496.5,-190.75,-1.3,2021,Tuesday,18
334,Nifty 50,2021-05-05,14604.15,14617.85,13.7,0.09,2021,Wednesday,18
335,Nifty 50,2021-05-06,14668.35,14724.8,56.45,0.38,2021,Thursday,18
336,Nifty 50,2021-05-07,14816.85,14823.15,6.3,0.04,2021,Friday,18
337,Nifty 50,2021-05-10,14928.25,14942.35,14.1,0.09,2021,Monday,19
338,Nifty 50,2021-05-11,14789.7,14850.75,61.05,0.41,2021,Tuesday,19
339,Nifty 50,2021-05-12,14823.55,14696.5,-127.05,-0.86,2021,Wednesday,19
340,Nifty 50,2021-05-14,14749.4,14677.8,-71.6,-0.49,2021,Friday,19
341,Nifty 50,2021-05-17,14756.25,14923.15,166.9,1.13,2021,Monday,20
342,Nifty 50,2021-05-18,15067.2,15108.1,40.9,0.27,2021,Tuesday,20
343,Nifty 50,2021-05-19,15058.6,15030.15,-28.45,-0.19,2021,Wednesday,20
344,Nifty 50,2021-05-20,15042.6,14906.05,-136.55,-0.91,2021,Thursday,20
345,Nifty 50,2021-05-21,14987.8,15175.3,187.5,1.25,2021,Friday,20
346,Nifty 50,2021-05-24,15211.35,15197.7,-13.65,-0.09,2021,Monday,21
347,Nifty 50,2021-05-25,15291.75,15208.45,-83.3,-0.54,2021,Tuesday,21
348,Nifty 50,2021-05-26,15257.05,15301.45,44.4,0.29,2021,Wednesday,21
349,Nifty 50,2021-05-27,15323.95,15337.85,13.9,0.09,2021,Thursday,21
350,Nifty 50,2021-05-28,15421.2,15435.65,14.45,0.09,2021,Friday,21
351,Nifty 50,2021-05-31,15437.75,15582.8,145.05,0.94,2021,Monday,22
352,Nifty 50,2021-06-01,15629.65,15574.85,-54.8,-0.35,2021,Tuesday,22
353,Nifty 50,2021-06-02,15520.35,15576.2,55.85,0.36,2021,Wednesday,22
354,Nifty 50,2021-06-03,15655.55,15690.35,34.8,0.22,2021,Thursday,22
355,Nifty 50,2021-06-04,15712.5,15670.25,-42.25,-0.27,2021,Friday,22
356,Nifty 50,2021-06-07,15725.1,15751.65,26.55,0.17,2021,Monday,23
357,Nifty 50,2021-06-08,15773.9,15740.1,-33.8,-0.21,2021,Tuesday,23
358,Nifty 50,2021-06-09,15766.3,15635.35,-130.95,-0.83,2021,Wednesday,23
359,Nifty 50,2021-06-10,15692.1,15737.75,45.65,0.29,2021,Thursday,23
360,Nifty 50,2021-06-11,15796.45,15799.35,2.9,0.02,2021,Friday,23
361,Nifty 50,2021-06-14,15791.4,15811.85,20.45,0.13,2021,Monday,24
362,Nifty 50,2021-06-15,15866.95,15869.25,2.3,0.01,2021,Tuesday,24
363,Nifty 50,2021-06-16,15847.5,15767.55,-79.95,-0.5,2021,Wednesday,24
364,Nifty 50,2021-06-17,15648.3,15691.4,43.1,0.28,2021,Thursday,24
365,Nifty 50,2021-06-18,15756.5,15683.35,-73.15,-0.46,2021,Friday,24
366,Nifty 50,2021-06-21,15525.85,15746.5,220.65,1.42,2021,Monday,25
367,Nifty 50,2021-06-22,15840.5,15772.75,-67.75,-0.43,2021,Tuesday,25
368,Nifty 50,2021-06-23,15862.8,15686.95,-175.85,-1.11,2021,Wednesday,25
369,Nifty 50,2021-06-24,15737.3,15790.45,53.15,0.34,2021,Thursday,25
370,Nifty 50,2021-06-25,15839.35,15860.35,21.0,0.13,2021,Friday,25
371,Nifty 50,2021-06-28,15915.35,15814.7,-100.65,-0.63,2021,Monday,26
372,Nifty 50,2021-06-29,15807.5,15748.45,-59.05,-0.37,2021,Tuesday,26
373,Nifty 50,2021-06-30,15776.9,15721.5,-55.4,-0.35,2021,Wednesday,26
374,Nifty 50,2021-07-01,15755.05,15680.0,-75.05,-0.48,2021,Thursday,26
375,Nifty 50,2021-07-02,15705.85,15722.2,16.35,0.1,2021,Friday,26
376,Nifty 50,2021-07-05,15793.4,15834.35,40.95,0.26,2021,Monday,27
377,Nifty 50,2021-07-06,15813.75,15818.25,4.5,0.03,2021,Tuesday,27
378,Nifty 50,2021-07-07,15819.6,15879.65,60.05,0.38,2021,Wednesday,27
379,Nifty 50,2021-07-08,15855.4,15727.9,-127.5,-0.8,2021,Thursday,27
380,Nifty 50,2021-07-09,15688.25,15689.8,1.55,0.01,2021,Friday,27
381,Nifty 50,2021-07-12,15766.8,15692.6,-74.2,-0.47,2021,Monday,28
382,Nifty 50,2021-07-13,15794.0,15812.35,18.35,0.12,2021,Tuesday,28
383,Nifty 50,2021-07-14,15808.7,15853.95,45.25,0.29,2021,Wednesday,28
384,Nifty 50,2021-07-15,15872.15,15924.2,52.05,0.33,2021,Thursday,28
385,Nifty 50,2021-07-16,15958.35,15923.4,-34.95,-0.22,2021,Friday,28
386,Nifty 50,2021-07-19,15754.5,15752.4,-2.1,-0.01,2021,Monday,29
387,Nifty 50,2021-07-20,15703.95,15632.1,-71.85,-0.46,2021,Tuesday,29
388,Nifty 50,2021-07-22,15736.6,15824.05,87.45,0.56,2021,Thursday,29
389,Nifty 50,2021-07-23,15856.8,15856.05,-0.75,-0.0,2021,Friday,29
390,Nifty 50,2021-07-26,15849.3,15824.45,-24.85,-0.16,2021,Monday,30
391,Nifty 50,2021-07-27,15860.5,15746.45,-114.05,-0.72,2021,Tuesday,30
392,Nifty 50,2021-07-28,15761.55,15709.4,-52.15,-0.33,2021,Wednesday,30
393,Nifty 50,2021-07-29,15762.7,15778.45,15.75,0.1,2021,Thursday,30
394,Nifty 50,2021-07-30,15800.6,15763.05,-37.55,-0.24,2021,Friday,30
395,Nifty 50,2021-08-02,15874.9,15885.15,10.25,0.06,2021,Monday,31
396,Nifty 50,2021-08-03,15951.55,16130.75,179.2,1.12,2021,Tuesday,31
397,Nifty 50,2021-08-04,16195.25,16258.8,63.55,0.39,2021,Wednesday,31
398,Nifty 50,2021-08-05,16288.95,16294.6,5.65,0.03,2021,Thursday,31
399,Nifty 50,2021-08-06,16304.4,16238.2,-66.2,-0.41,2021,Friday,31
400,Nifty 50,2021-08-09,16281.35,16258.25,-23.1,-0.14,2021,Monday,32
401,Nifty 50,2021-08-10,16274.8,16280.1,5.3,0.03,2021,Tuesday,32
402,Nifty 50,2021-08-11,16327.3,16282.25,-45.05,-0.28,2021,Wednesday,32
403,Nifty 50,2021-08-12,16303.65,16364.4,60.75,0.37,2021,Thursday,32
404,Nifty 50,2021-08-13,16385.7,16529.1,143.4,0.88,2021,Friday,32
405,Nifty 50,2021-08-16,16518.4,16563.05,44.65,0.27,2021,Monday,33
406,Nifty 50,2021-08-17,16545.25,16614.6,69.35,0.42,2021,Tuesday,33
407,Nifty 50,2021-08-18,16691.95,16568.85,-123.1,-0.74,2021,Wednesday,33
408,Nifty 50,2021-08-20,16382.5,16450.5,68.0,0.42,2021,Friday,33
409,Nifty 50,2021-08-23,16592.25,16496.45,-95.8,-0.58,2021,Monday,34
410,Nifty 50,2021-08-24,16561.4,16624.6,63.2,0.38,2021,Tuesday,34
411,Nifty 50,2021-08-25,16654.0,16634.65,-19.35,-0.12,2021,Wednesday,34
412,Nifty 50,2021-08-26,16627.95,16636.9,8.95,0.05,2021,Thursday,34
413,Nifty 50,2021-08-27,16642.55,16705.2,62.65,0.38,2021,Friday,34
414,Nifty 50,2021-08-30,16775.85,16931.05,155.2,0.93,2021,Monday,35
415,Nifty 50,2021-08-31,16947.5,17132.2,184.7,1.09,2021,Tuesday,35
416,Nifty 50,2021-09-01,17185.6,17076.25,-109.35,-0.64,2021,Wednesday,35
417,Nifty 50,2021-09-02,17095.4,17234.15,138.75,0.81,2021,Thursday,35
418,Nifty 50,2021-09-03,17262.45,17323.6,61.15,0.35,2021,Friday,35
419,Nifty 50,2021-09-06,17399.35,17377.8,-21.55,-0.12,2021,Monday,36
420,Nifty 50,2021-09-07,17401.55,17362.1,-39.45,-0.23,2021,Tuesday,36
421,Nifty 50,2021-09-08,17375.75,17353.5,-22.25,-0.13,2021,Wednesday,36
422,Nifty 50,2021-09-09,17312.85,17369.25,56.4,0.33,2021,Thursday,36
423,Nifty 50,2021-09-13,17363.55,17355.3,-8.25,-0.05,2021,Monday,37
424,Nifty 50,2021-09-14,17420.35,17380.0,-40.35,-0.23,2021,Tuesday,37
425,Nifty 50,2021-09-15,17387.65,17519.45,131.8,0.76,2021,Wednesday,37
426,Nifty 50,2021-09-16,17539.2,17629.5,90.3,0.51,2021,Thursday,37
427,Nifty 50,2021-09-17,17709.65,17585.15,-124.5,-0.7,2021,Friday,37
428,Nifty 50,2021-09-20,17443.85,17396.9,-46.95,-0.27,2021,Monday,38
429,Nifty 50,2021-09-21,17450.5,17562.0,111.5,0.64,2021,Tuesday,38
430,Nifty 50,2021-09-22,17580.9,17546.65,-34.25,-0.19,2021,Wednesday,38
431,Nifty 50,2021-09-23,17670.85,17822.95,152.1,0.86,2021,Thursday,38
432,Nifty 50,2021-09-24,17897.45,17853.2,-44.25,-0.25,2021,Friday,38
433,Nifty 50,2021-09-27,17932.2,17855.1,-77.1,-0.43,2021,Monday,39
434,Nifty 50,2021-09-28,17906.45,17748.6,-157.85,-0.88,2021,Tuesday,39
435,Nifty 50,2021-09-29,17657.95,17711.3,53.35,0.3,2021,Wednesday,39
436,Nifty 50,2021-09-30,17718.9,17618.15,-100.75,-0.57,2021,Thursday,39
437,Nifty 50,2021-10-01,17531.9,17532.05,0.15,0.0,2021,Friday,39
438,Nifty 50,2021-10-04,17615.55,17691.25,75.7,0.43,2021,Monday,40
439,Nifty 50,2021-10-05,17661.35,17822.3,160.95,0.91,2021,Tuesday,40
440,Nifty 50,2021-10-06,17861.5,17646.0,-215.5,-1.21,2021,Wednesday,40
441,Nifty 50,2021-10-07,17810.55,17790.35,-20.2,-0.11,2021,Thursday,40
442,Nifty 50,2021-10-08,17886.85,17895.2,8.35,0.05,2021,Friday,40
443,Nifty 50,2021-10-11,17867.55,17945.95,78.4,0.44,2021,Monday,41
444,Nifty 50,2021-10-12,17915.8,17991.95,76.15,0.43,2021,Tuesday,41
445,Nifty 50,2021-10-13,18097.85,18161.75,63.9,0.35,2021,Wednesday,41
446,Nifty 50,2021-10-14,18272.85,18338.55,65.7,0.36,2021,Thursday,41
447,Nifty 50,2021-10-18,18500.1,18477.05,-23.05,-0.12,2021,Monday,42
448,Nifty 50,2021-10-19,18602.35,18418.75,-183.6,-0.99,2021,Tuesday,42
449,Nifty 50,2021-10-20,18439.9,18266.6,-173.3,-0.94,2021,Wednesday,42
450,Nifty 50,2021-10-21,18382.7,18178.1,-204.6,-1.11,2021,Thursday,42
451,Nifty 50,2021-10-22,18230.7,18114.9,-115.8,-0.64,2021,Friday,42
452,Nifty 50,2021-10-25,18229.5,18125.4,-104.1,-0.57,2021,Monday,43
453,Nifty 50,2021-10-26,18154.5,18268.4,113.9,0.63,2021,Tuesday,43
454,Nifty 50,2021-10-27,18295.85,18210.95,-84.9,-0.46,2021,Wednesday,43
455,Nifty 50,2021-10-28,18187.65,17857.25,-330.4,-1.82,2021,Thursday,43
456,Nifty 50,2021-10-29,17833.05,17671.65,-161.4,-0.91,2021,Friday,43
457,Nifty 50,2021-11-01,17783.15,17929.65,146.5,0.82,2021,Monday,44
458,Nifty 50,2021-11-02,17970.9,17888.95,-81.95,-0.46,2021,Tuesday,44
459,Nifty 50,2021-11-03,17947.95,17829.2,-118.75,-0.66,2021,Wednesday,44
460,Nifty 50,2021-11-04,17935.05,17916.8,-18.25,-0.1,2021,Thursday,44
461,Nifty 50,2021-11-08,18040.2,18068.55,28.35,0.16,2021,Monday,45
462,Nifty 50,2021-11-09,18084.35,18044.25,-40.1,-0.22,2021,Tuesday,45
463,Nifty 50,2021-11-10,17973.45,18017.2,43.75,0.24,2021,Wednesday,45
464,Nifty 50,2021-11-11,17967.45,17873.6,-93.85,-0.52,2021,Thursday,45
465,Nifty 50,2021-11-12,17977.6,18102.75,125.15,0.7,2021,Friday,45
466,Nifty 50,2021-11-15,18140.95,18109.45,-31.5,-0.17,2021,Monday,46
467,Nifty 50,2021-11-16,18127.05,17999.2,-127.85,-0.71,2021,Tuesday,46
468,Nifty 50,2021-11-17,17939.35,17898.65,-40.7,-0.23,2021,Wednesday,46
469,Nifty 50,2021-11-18,17890.55,17764.8,-125.75,-0.7,2021,Thursday,46
470,Nifty 50,2021-11-22,17796.25,17416.55,-379.7,-2.13,2021,Monday,47
471,Nifty 50,2021-11-23,17281.75,17503.35,221.6,1.28,2021,Tuesday,47
472,Nifty 50,2021-11-24,17550.05,17415.05,-135.0,-0.77,2021,Wednesday,47
473,Nifty 50,2021-11-25,17417.3,17536.25,118.95,0.68,2021,Thursday,47
474,Nifty 50,2021-11-26,17338.75,17026.45,-312.3,-1.8,2021,Friday,47
475,Nifty 50,2021-11-29,17055.8,17053.95,-1.85,-0.01,2021,Monday,48
476,Nifty 50,2021-11-30,17051.15,16983.2,-67.95,-0.4,2021,Tuesday,48
477,Nifty 50,2021-12-01,17104.4,17166.9,62.5,0.37,2021,Wednesday,48
478,Nifty 50,2021-12-02,17183.2,17401.65,218.45,1.27,2021,Thursday,48
479,Nifty 50,2021-12-03,17424.9,17196.7,-228.2,-1.31,2021,Friday,48
480,Nifty 50,2021-12-06,17209.05,16912.25,-296.8,-1.72,2021,Monday,49
481,Nifty 50,2021-12-07,17044.1,17176.7,132.6,0.78,2021,Tuesday,49
482,Nifty 50,2021-12-08,17315.25,17469.75,154.5,0.89,2021,Wednesday,49
483,Nifty 50,2021-12-09,17524.4,17516.85,-7.55,-0.04,2021,Thursday,49
484,Nifty 50,2021-12-10,17476.05,17511.3,35.25,0.2,2021,Friday,49
485,Nifty 50,2021-12-13,17619.1,17368.25,-250.85,-1.42,2021,Monday,50
486,Nifty 50,2021-12-14,17283.2,17324.9,41.7,0.24,2021,Tuesday,50
487,Nifty 50,2021-12-15,17323.65,17221.4,-102.25,-0.59,2021,Wednesday,50
488,Nifty 50,2021-12-16,17373.0,17248.4,-124.6,-0.72,2021,Thursday,50
489,Nifty 50,2021-12-17,17276.0,16985.2,-290.8,-1.68,2021,Friday,50
490,Nifty 50,2021-12-20,16824.25,16614.2,-210.05,-1.25,2021,Monday,51
491,Nifty 50,2021-12-21,16773.15,16770.85,-2.3,-0.01,2021,Tuesday,51
492,Nifty 50,2021-12-22,16865.55,16955.45,89.9,0.53,2021,Wednesday,51
493,Nifty 50,2021-12-23,17066.8,17072.6,5.8,0.03,2021,Thursday,51
494,Nifty 50,2021-12-24,17149.5,17003.75,-145.75,-0.85,2021,Friday,51
495,Nifty 50,2021-12-27,16937.75,17086.25,148.5,0.88,2021,Monday,52
496,Nifty 50,2021-12-28,17177.6,17233.25,55.65,0.32,2021,Tuesday,52
497,Nifty 50,2021-12-29,17220.1,17213.6,-6.5,-0.04,2021,Wednesday,52
498,Nifty 50,2021-12-30,17201.45,17203.95,2.5,0.01,2021,Thursday,52
499,Nifty 50,2021-12-31,17244.5,17354.05,109.55,0.64,2021,Friday,52
500,Nifty 50,2022-01-03,17387.15,17625.7,238.55,1.37,2022,Monday,1
501,Nifty 50,2022-01-04,17681.4,17805.25,123.85,0.7,2022,Tuesday,1
502,Nifty 50,2022-01-05,17820.1,17925.25,105.15,0.59,2022,Wednesday,1
503,Nifty 50,2022-01-06,17768.5,17745.9,-22.6,-0.13,2022,Thursday,1
504,Nifty 50,2022-01-07,17797.6,17812.7,15.1,0.08,2022,Friday,1
505,Nifty 50,2022-01-10,17913.3,18003.3,90.0,0.5,2022,Monday,2
506,Nifty 50,2022-01-11,17997.75,18055.75,58.0,0.32,2022,Tuesday,2
507,Nifty 50,2022-01-12,18170.4,18212.35,41.95,0.23,2022,Wednesday,2
508,Nifty 50,2022-01-13,18257.0,18257.8,0.8,0.0,2022,Thursday,2
509,Nifty 50,2022-01-14,18185.0,18255.75,70.75,0.39,2022,Friday,2
510,Nifty 50,2022-01-17,18235.65,18308.1,72.45,0.4,2022,Monday,3
511,Nifty 50,2022-01-18,18337.2,18113.05,-224.15,-1.22,2022,Tuesday,3
512,Nifty 50,2022-01-19,18129.2,17938.4,-190.8,-1.05,2022,Wednesday,3
513,Nifty 50,2022-01-20,17921.0,17757.0,-164.0,-0.92,2022,Thursday,3
514,Nifty 50,2022-01-21,17613.7,17617.15,3.45,0.02,2022,Friday,3
515,Nifty 50,2022-01-24,17575.15,17149.1,-426.05,-2.42,2022,Monday,4
516,Nifty 50,2022-01-25,17001.55,17277.95,276.4,1.63,2022,Tuesday,4
517,Nifty 50,2022-01-27,17062.0,17110.15,48.15,0.28,2022,Thursday,4
518,Nifty 50,2022-01-28,17208.3,17101.95,-106.35,-0.62,2022,Friday,4
519,Nifty 50,2022-01-31,17301.05,17339.85,38.8,0.22,2022,Monday,5
520,Nifty 50,2022-02-01,17529.45,17576.85,47.4,0.27,2022,Tuesday,5
521,Nifty 50,2022-02-02,17706.2,17780.0,73.8,0.42,2022,Wednesday,5
522,Nifty 50,2022-02-03,17767.75,17560.2,-207.55,-1.17,2022,Thursday,5
523,Nifty 50,2022-02-04,17590.2,17516.3,-73.9,-0.42,2022,Friday,5
524,Nifty 50,2022-02-07,17456.3,17213.6,-242.7,-1.39,2022,Monday,6
525,Nifty 50,2022-02-08,17279.85,17266.75,-13.1,-0.08,2022,Tuesday,6
526,Nifty 50,2022-02-09,17370.1,17463.8,93.7,0.54,2022,Wednesday,6
527,Nifty 50,2022-02-10,17554.1,17605.85,51.75,0.29,2022,Thursday,6
528,Nifty 50,2022-02-11,17451.0,17374.75,-76.25,-0.44,2022,Friday,6
529,Nifty 50,2022-02-14,17076.15,16842.8,-233.35,-1.37,2022,Monday,7
530,Nifty 50,2022-02-15,16933.25,17352.45,419.2,2.48,2022,Tuesday,7
531,Nifty 50,2022-02-16,17408.45,17322.2,-86.25,-0.5,2022,Wednesday,7
532,Nifty 50,2022-02-17,17396.55,17304.6,-91.95,-0.53,2022,Thursday,7
533,Nifty 50,2022-02-18,17236.05,17276.3,40.25,0.23,2022,Friday,7
534,Nifty 50,2022-02-21,17192.25,17206.65,14.4,0.08,2022,Monday,8
535,Nifty 50,2022-02-22,16847.95,17092.2,244.25,1.45,2022,Tuesday,8
536,Nifty 50,2022-02-23,17194.5,17063.25,-131.25,-0.76,2022,Wednesday,8
537,Nifty 50,2022-02-24,16548.9,16247.95,-300.95,-1.82,2022,Thursday,8
538,Nifty 50,2022-02-25,16515.65,16658.4,142.75,0.86,2022,Friday,8
539,Nifty 50,2022-02-28,16481.6,16793.9,312.3,1.89,2022,Monday,9
540,Nifty 50,2022-03-02,16593.1,16605.95,12.85,0.08,2022,Wednesday,9
541,Nifty 50,2022-03-03,16723.2,16498.05,-225.15,-1.35,2022,Thursday,9
542,Nifty 50,2022-03-04,16339.45,16245.35,-94.1,-0.58,2022,Friday,9
543,Nifty 50,2022-03-07,15867.95,15863.15,-4.8,-0.03,2022,Monday,10
544,Nifty 50,2022-03-08,15747.75,16013.45,265.7,1.69,2022,Tuesday,10
545,Nifty 50,2022-03-09,16078.0,16345.35,267.35,1.66,2022,Wednesday,10
546,Nifty 50,2022-03-10,16757.1,16594.9,-162.2,-0.97,2022,Thursday,10
547,Nifty 50,2022-03-11,16528.8,16630.45,101.65,0.61,2022,Friday,10
548,Nifty 50,2022-03-14,16633.7,16871.3,237.6,1.43,2022,Monday,11
549,Nifty 50,2022-03-15,16900.65,16663.0,-237.65,-1.41,2022,Tuesday,11
550,Nifty 50,2022-03-16,16876.65,16975.35,98.7,0.58,2022,Wednesday,11
551,Nifty 50,2022-03-17,17202.9,17287.05,84.15,0.49,2022,Thursday,11
552,Nifty 50,2022-03-21,17329.5,17117.6,-211.9,-1.22,2022,Monday,12
553,Nifty 50,2022-03-22,17120.4,17315.5,195.1,1.14,2022,Tuesday,12
554,Nifty 50,2022-03-23,17405.05,17245.65,-159.4,-0.92,2022,Wednesday,12
555,Nifty 50,2022-03-24,17094.95,17222.75,127.8,0.75,2022,Thursday,12
556,Nifty 50,2022-03-25,17289.0,17153.0,-136.0,-0.79,2022,Friday,12
557,Nifty 50,2022-03-28,17181.85,17222.0,40.15,0.23,2022,Monday,13
558,Nifty 50,2022-03-29,17297.2,17325.3,28.1,0.16,2022,Tuesday,13
559,Nifty 50,2022-03-30,17468.15,17498.25,30.1,0.17,2022,Wednesday,13
560,Nifty 50,2022-03-31,17519.2,17464.75,-54.45,-0.31,2022,Thursday,13
561,Nifty 50,2022-04-01,17436.9,17670.45,233.55,1.34,2022,Friday,13
562,Nifty 50,2022-04-04,17809.1,18053.4,244.3,1.37,2022,Monday,14
563,Nifty 50,2022-04-05,18080.6,17957.4,-123.2,-0.68,2022,Tuesday,14
564,Nifty 50,2022-04-06,17842.75,17807.65,-35.1,-0.2,2022,Wednesday,14
565,Nifty 50,2022-04-07,17723.3,17639.55,-83.75,-0.47,2022,Thursday,14
566,Nifty 50,2022-04-08,17698.15,17784.35,86.2,0.49,2022,Friday,14
567,Nifty 50,2022-04-11,17740.9,17674.95,-65.95,-0.37,2022,Monday,15
568,Nifty 50,2022-04-12,17584.85,17530.3,-54.55,-0.31,2022,Tuesday,15
569,Nifty 50,2022-04-13,17599.9,17475.65,-124.25,-0.71,2022,Wednesday,15
570,Nifty 50,2022-04-18,17183.45,17173.65,-9.8,-0.06,2022,Monday,16
571,Nifty 50,2022-04-19,17258.95,16958.65,-300.3,-1.74,2022,Tuesday,16
572,Nifty 50,2022-04-20,17045.25,17136.55,91.3,0.54,2022,Wednesday,16
573,Nifty 50,2022-04-21,17234.6,17392.6,158.0,0.92,2022,Thursday,16
574,Nifty 50,2022-04-22,17242.75,17171.95,-70.8,-0.41,2022,Friday,16
575,Nifty 50,2022-04-25,17009.05,16953.95,-55.1,-0.32,2022,Monday,17
576,Nifty 50,2022-04-26,17121.3,17200.8,79.5,0.46,2022,Tuesday,17
577,Nifty 50,2022-04-27,17073.35,17038.4,-34.95,-0.2,2022,Wednesday,17
578,Nifty 50,2022-04-28,17189.5,17245.05,55.55,0.32,2022,Thursday,17
579,Nifty 50,2022-04-29,17329.25,17102.55,-226.7,-1.31,2022,Friday,17
580,Nifty 50,2022-05-02,16924.45,17069.1,144.65,0.85,2022,Monday,18
581,Nifty 50,2022-05-04,17096.6,16677.6,-419.0,-2.45,2022,Wednesday,18
582,Nifty 50,2022-05-05,16854.75,16682.65,-172.1,-1.02,2022,Thursday,18
583,Nifty 50,2022-05-06,16415.55,16411.25,-4.3,-0.03,2022,Friday,18
584,Nifty 50,2022-05-09,16227.7,16301.85,74.15,0.46,2022,Monday,19
585,Nifty 50,2022-05-10,16248.9,16240.05,-8.85,-0.05,2022,Tuesday,19
586,Nifty 50,2022-05-11,16270.05,16167.1,-102.95,-0.63,2022,Wednesday,19
587,Nifty 50,2022-05-12,16021.1,15808.0,-213.1,-1.33,2022,Thursday,19
588,Nifty 50,2022-05-13,15977.0,15782.15,-194.85,-1.22,2022,Friday,19
589,Nifty 50,2022-05-16,15845.1,15842.3,-2.8,-0.02,2022,Monday,20
590,Nifty 50,2022-05-17,15912.6,16259.3,346.7,2.18,2022,Tuesday,20
591,Nifty 50,2022-05-18,16318.15,16240.3,-77.85,-0.48,2022,Wednesday,20
592,Nifty 50,2022-05-19,15917.4,15809.4,-108.0,-0.68,2022,Thursday,20
593,Nifty 50,2022-05-20,16043.8,16266.15,222.35,1.39,2022,Friday,20
594,Nifty 50,2022-05-23,16290.95,16214.7,-76.25,-0.47,2022,Monday,21
595,Nifty 50,2022-05-24,16225.55,16125.15,-100.4,-0.62,2022,Tuesday,21
596,Nifty 50,2022-05-25,16196.35,16025.8,-170.55,-1.05,2022,Wednesday,21
597,Nifty 50,2022-05-26,16105.0,16170.15,65.15,0.4,2022,Thursday,21
598,Nifty 50,2022-05-27,16296.6,16352.45,55.85,0.34,2022,Friday,21
599,Nifty 50,2022-05-30,16527.9,16661.4,133.5,0.81,2022,Monday,22
600,Nifty 50,2022-05-31,16578.45,16584.55,6.1,0.04,2022,Tuesday,22
601,Nifty 50,2022-06-01,16594.4,16522.75,-71.65,-0.43,2022,Wednesday,22
602,Nifty 50,2022-06-02,16481.65,16628.0,146.35,0.89,2022,Thursday,22
603,Nifty 50,2022-06-03,16761.65,16584.3,-177.35,-1.06,2022,Friday,22
604,Nifty 50,2022-06-06,16530.7,16569.55,38.85,0.24,2022,Monday,23
605,Nifty 50,2022-06-07,16469.6,16416.35,-53.25,-0.32,2022,Tuesday,23
606,Nifty 50,2022-06-08,16474.95,16356.25,-118.7,-0.72,2022,Wednesday,23
607,Nifty 50,2022-06-09,16263.85,16478.1,214.25,1.32,2022,Thursday,23
608,Nifty 50,2022-06-10,16283.95,16201.8,-82.15,-0.5,2022,Friday,23
609,Nifty 50,2022-06-13,15877.55,15774.4,-103.15,-0.65,2022,Monday,24
610,Nifty 50,2022-06-14,15674.25,15732.1,57.85,0.37,2022,Tuesday,24
611,Nifty 50,2022-06-15,15729.25,15692.15,-37.1,-0.24,2022,Wednesday,24
612,Nifty 50,2022-06-16,15832.25,15360.6,-471.65,-2.98,2022,Thursday,24
613,Nifty 50,2022-06-17,15272.65,15293.5,20.85,0.14,2022,Friday,24
614,Nifty 50,2022-06-20,15334.5,15350.15,15.65,0.1,2022,Monday,25
615,Nifty 50,2022-06-21,15455.95,15638.8,182.85,1.18,2022,Tuesday,25
616,Nifty 50,2022-06-22,15545.65,15413.3,-132.35,-0.85,2022,Wednesday,25
617,Nifty 50,2022-06-23,15451.55,15556.65,105.1,0.68,2022,Thursday,25
