day_count,HistoricalDate,OPEN,CLOSE,daily_change,daily_change_perc,year
176,20-04-2022,17045.25,17136.55,91.3,0.535633094,2022
177,19-04-2022,17258.95,16958.65,-300.3,-1.7399668,2022
178,18-04-2022,17183.45,17173.65,-9.8,-0.057031621,2022
179,13-04-2022,17599.9,17475.65,-124.25,-0.70596992,2022
180,12-04-2022,17584.85,17530.3,-54.55,-0.310210209,2022
181,11-04-2022,17740.9,17674.95,-65.95,-0.371739878,2022
182,08-04-2022,17698.15,17784.35,86.2,0.487056557,2022
183,07-04-2022,17723.3,17639.55,-83.75,-0.472541795,2022
184,06-04-2022,17842.75,17807.65,-35.1,-0.196718555,2022
185,05-04-2022,18080.6,17957.4,-123.2,-0.681393317,2022
186,04-04-2022,17809.1,18053.4,244.3,1.371770612,2022
187,01-04-2022,17436.9,17670.45,233.55,1.339400926,2022
188,31-03-2022,17519.2,17464.75,-54.45,-0.310801863,2022
189,30-03-2022,17468.15,17498.25,30.1,0.172313611,2022
190,29-03-2022,17297.2,17325.3,28.1,0.162454039,2022
191,28-03-2022,17181.85,17222,40.15,0.233676816,2022
192,25-03-2022,17289,17153,-136,-0.786627335,2022
193,24-03-2022,17094.95,17222.75,127.8,0.7475892,2022
194,23-03-2022,17405.05,17245.65,-159.4,-0.915826154,2022
195,22-03-2022,17120.4,17315.5,195.1,1.139576178,2022
196,21-03-2022,17329.5,17117.6,-211.9,-1.22277042,2022
197,17-03-2022,17202.9,17287.05,84.15,0.489161711,2022
198,16-03-2022,16876.65,16975.35,98.7,0.584831705,2022
199,15-03-2022,16900.65,16663,-237.65,-1.406158935,2022
200,14-03-2022,16633.7,16871.3,237.6,1.428425425,2022
201,11-03-2022,16528.8,16630.45,101.65,0.614987174,2022
202,10-03-2022,16757.1,16594.9,-162.2,-0.967947915,2022
203,09-03-2022,16078,16345.35,267.35,1.662831198,2022
204,08-03-2022,15747.75,16013.45,265.7,1.687225159,2022
205,07-03-2022,15867.95,15863.15,-4.8,-0.030249654,2022
206,04-03-2022,16339.45,16245.35,-94.1,-0.575906778,2022
207,03-03-2022,16723.2,16498.05,-225.15,-1.346333238,2022
208,02-03-2022,16593.1,16605.95,12.85,0.077441828,2022
209,28-02-2022,16481.6,16793.9,312.3,1.894840307,2022
210,25-02-2022,16515.65,16658.4,142.75,0.86433171,2022
211,24-02-2022,16548.9,16247.95,-300.95,-1.818549873,2022
212,23-02-2022,17194.5,17063.25,-131.25,-0.763325482,2022
213,22-02-2022,16847.95,17092.2,244.25,1.449731273,2022
214,21-02-2022,17192.25,17206.65,14.4,0.08375867,2022
215,18-02-2022,17236.05,17276.3,40.25,0.233522182,2022
216,17-02-2022,17396.55,17304.6,-91.95,-0.528553075,2022
217,16-02-2022,17408.45,17322.2,-86.25,-0.495449049,2022
218,15-02-2022,16933.25,17352.45,419.2,2.475602734,2022
219,14-02-2022,17076.15,16842.8,-233.35,-1.366525827,2022
220,11-02-2022,17451,17374.75,-76.25,-0.436937711,2022
221,10-02-2022,17554.1,17605.85,51.75,0.294802924,2022
222,09-02-2022,17370.1,17463.8,93.7,0.539432703,2022
223,08-02-2022,17279.85,17266.75,-13.1,-0.075810843,2022
224,07-02-2022,17456.3,17213.6,-242.7,-1.390328993,2022
225,04-02-2022,17590.2,17516.3,-73.9,-0.420120294,2022
226,03-02-2022,17767.75,17560.2,-207.55,-1.168127647,2022
227,02-02-2022,17706.2,17780,73.8,0.416803154,2022
228,01-02-2022,17529.45,17576.85,47.4,0.270402095,2022
229,31-01-2022,17301.05,17339.85,38.8,0.224263845,2022
230,28-01-2022,17208.3,17101.95,-106.35,-0.618015725,2022
231,27-01-2022,17062,17110.15,48.15,0.282206072,2022
232,25-01-2022,17001.55,17277.95,276.4,1.625734124,2022
233,24-01-2022,17575.15,17149.1,-426.05,-2.424161387,2022
234,21-01-2022,17613.7,17617.15,3.45,0.019587026,2022
235,20-01-2022,17921,17757,-164,-0.915127504,2022
236,19-01-2022,18129.2,17938.4,-190.8,-1.052445778,2022
237,18-01-2022,18337.2,18113.05,-224.15,-1.222378553,2022
238,17-01-2022,18235.65,18308.1,72.45,0.397298698,2022
239,14-01-2022,18185,18255.75,70.75,0.389056915,2022
240,13-01-2022,18257,18257.8,0.8,0.004381881,2022
241,12-01-2022,18170.4,18212.35,41.95,0.230869986,2022
242,11-01-2022,17997.75,18055.75,58,0.322262505,2022
243,10-01-2022,17913.3,18003.3,90,0.50241999,2022
244,07-01-2022,17797.6,17812.7,15.1,0.0848429,2022
245,06-01-2022,17768.5,17745.9,-22.6,-0.127191378,2022
246,05-01-2022,17820.1,17925.25,105.15,0.590064029,2022
247,04-01-2022,17681.4,17805.25,123.85,0.700453584,2022
248,03-01-2022,17387.15,17625.7,238.55,1.371990234,2022
1,31-12-2021,17244.5,17354.05,109.55,0.635275015,2021
2,30-12-2021,17201.45,17203.95,2.5,0.014533658,2021
3,29-12-2021,17220.1,17213.6,-6.5,-0.037746587,2021
4,28-12-2021,17177.6,17233.25,55.65,0.323968424,2021
5,27-12-2021,16937.75,17086.25,148.5,0.876739827,2021
6,24-12-2021,17149.5,17003.75,-145.75,-0.849879005,2021
7,23-12-2021,17066.8,17072.6,5.8,0.033984109,2021
8,22-12-2021,16865.55,16955.45,89.9,0.533039243,2021
9,21-12-2021,16773.15,16770.85,-2.3,-0.013712392,2021
10,20-12-2021,16824.25,16614.2,-210.05,-1.248495475,2021
11,17-12-2021,17276,16985.2,-290.8,-1.683260014,2021
12,16-12-2021,17373,17248.4,-124.6,-0.717204858,2021
13,15-12-2021,17323.65,17221.4,-102.25,-0.590233582,2021
14,14-12-2021,17283.2,17324.9,41.7,0.241274764,2021
15,13-12-2021,17619.1,17368.25,-250.85,-1.423739011,2021
16,10-12-2021,17476.05,17511.3,35.25,0.201704619,2021
17,09-12-2021,17524.4,17516.85,-7.55,-0.043082787,2021
18,08-12-2021,17315.25,17469.75,154.5,0.892277039,2021
19,07-12-2021,17044.1,17176.7,132.6,0.777981824,2021
20,06-12-2021,17209.05,16912.25,-296.8,-1.724673936,2021
21,03-12-2021,17424.9,17196.7,-228.2,-1.309620141,2021
22,02-12-2021,17183.2,17401.65,218.45,1.271299874,2021
23,01-12-2021,17104.4,17166.9,62.5,0.365403054,2021
24,30-11-2021,17051.15,16983.2,-67.95,-0.398506846,2021
25,29-11-2021,17055.8,17053.95,-1.85,-0.01084675,2021
26,26-11-2021,17338.75,17026.45,-312.3,-1.801167904,2021
27,25-11-2021,17417.3,17536.25,118.95,0.682941673,2021
28,24-11-2021,17550.05,17415.05,-135,-0.769228578,2021
29,23-11-2021,17281.75,17503.35,221.6,1.282277547,2021
30,22-11-2021,17796.25,17416.55,-379.7,-2.133595561,2021
31,18-11-2021,17890.55,17764.8,-125.75,-0.702885043,2021
32,17-11-2021,17939.35,17898.65,-40.7,-0.226875556,2021
33,16-11-2021,18127.05,17999.2,-127.85,-0.705299539,2021
34,15-11-2021,18140.95,18109.45,-31.5,-0.1736403,2021
35,12-11-2021,17977.6,18102.75,125.15,0.69614409,2021
36,11-11-2021,17967.45,17873.6,-93.85,-0.522333442,2021
37,10-11-2021,17973.45,18017.2,43.75,0.243414592,2021
38,09-11-2021,18084.35,18044.25,-40.1,-0.221738686,2021
39,08-11-2021,18040.2,18068.55,28.35,0.157149034,2021
40,04-11-2021,17935.05,17916.8,-18.25,-0.101756059,2021
41,03-11-2021,17947.95,17829.2,-118.75,-0.661635451,2021
42,02-11-2021,17970.9,17888.95,-81.95,-0.456015002,2021
43,01-11-2021,17783.15,17929.65,146.5,0.823813554,2021
44,29-10-2021,17833.05,17671.65,-161.4,-0.905061108,2021
45,28-10-2021,18187.65,17857.25,-330.4,-1.81661732,2021
46,27-10-2021,18295.85,18210.95,-84.9,-0.464039659,2021
47,26-10-2021,18154.5,18268.4,113.9,0.627392657,2021
48,25-10-2021,18229.5,18125.4,-104.1,-0.571052415,2021
49,22-10-2021,18230.7,18114.9,-115.8,-0.635192286,2021
50,21-10-2021,18382.7,18178.1,-204.6,-1.113002987,2021
51,20-10-2021,18439.9,18266.6,-173.3,-0.939809869,2021
52,19-10-2021,18602.35,18418.75,-183.6,-0.986972076,2021
53,18-10-2021,18500.1,18477.05,-23.05,-0.124593921,2021
54,14-10-2021,18272.85,18338.55,65.7,0.359549824,2021
55,13-10-2021,18097.85,18161.75,63.9,0.353080615,2021
56,12-10-2021,17915.8,17991.95,76.15,0.425043816,2021
57,11-10-2021,17867.55,17945.95,78.4,0.438784277,2021
58,08-10-2021,17886.85,17895.2,8.35,0.046682339,2021
59,07-10-2021,17810.55,17790.35,-20.2,-0.113415925,2021
60,06-10-2021,17861.5,17646,-215.5,-1.206505613,2021
61,05-10-2021,17661.35,17822.3,160.95,0.911311989,2021
62,04-10-2021,17615.55,17691.25,75.7,0.429733957,2021
63,01-10-2021,17531.9,17532.05,0.15,0.000855583,2021
64,30-09-2021,17718.9,17618.15,-100.75,-0.568601888,2021
65,29-09-2021,17657.95,17711.3,53.35,0.302130202,2021
66,28-09-2021,17906.45,17748.6,-157.85,-0.881525931,2021
67,27-09-2021,17932.2,17855.1,-77.1,-0.429952822,2021
68,24-09-2021,17897.45,17853.2,-44.25,-0.247241926,2021
69,23-09-2021,17670.85,17822.95,152.1,0.86073958,2021
70,22-09-2021,17580.9,17546.65,-34.25,-0.19481369,2021
71,21-09-2021,17450.5,17562,111.5,0.638950173,2021
72,20-09-2021,17443.85,17396.9,-46.95,-0.269149299,2021
73,17-09-2021,17709.65,17585.15,-124.5,-0.703006553,2021
74,16-09-2021,17539.2,17629.5,90.3,0.514846743,2021
75,15-09-2021,17387.65,17519.45,131.8,0.758009277,2021
76,14-09-2021,17420.35,17380,-40.35,-0.231625656,2021
77,13-09-2021,17363.55,17355.3,-8.25,-0.047513325,2021
78,09-09-2021,17312.85,17369.25,56.4,0.325769587,2021
79,08-09-2021,17375.75,17353.5,-22.25,-0.128052027,2021
80,07-09-2021,17401.55,17362.1,-39.45,-0.226703943,2021
81,06-09-2021,17399.35,17377.8,-21.55,-0.123855201,2021
82,03-09-2021,17262.45,17323.6,61.15,0.354237087,2021
83,02-09-2021,17095.4,17234.15,138.75,0.81162184,2021
84,01-09-2021,17185.6,17076.25,-109.35,-0.636288521,2021
85,31-08-2021,16947.5,17132.2,184.7,1.089836259,2021
86,30-08-2021,16775.85,16931.05,155.2,0.925139412,2021
87,27-08-2021,16642.55,16705.2,62.65,0.376444716,2021
88,26-08-2021,16627.95,16636.9,8.95,0.053825036,2021
89,25-08-2021,16654,16634.65,-19.35,-0.116188303,2021
90,24-08-2021,16561.4,16624.6,63.2,0.38161025,2021
91,23-08-2021,16592.25,16496.45,-95.8,-0.577377993,2021
92,20-08-2021,16382.5,16450.5,68,0.415077064,2021
93,18-08-2021,16691.95,16568.85,-123.1,-0.737481241,2021
94,17-08-2021,16545.25,16614.6,69.35,0.419153533,2021
95,16-08-2021,16518.4,16563.05,44.65,0.27030463,2021
96,13-08-2021,16385.7,16529.1,143.4,0.875153335,2021
97,12-08-2021,16303.65,16364.4,60.75,0.372615948,2021
98,11-08-2021,16327.3,16282.25,-45.05,-0.275918247,2021
99,10-08-2021,16274.8,16280.1,5.3,0.032565684,2021
100,09-08-2021,16281.35,16258.25,-23.1,-0.141880127,2021
101,06-08-2021,16304.4,16238.2,-66.2,-0.406025367,2021
102,05-08-2021,16288.95,16294.6,5.65,0.034686091,2021
103,04-08-2021,16195.25,16258.8,63.55,0.392399006,2021
104,03-08-2021,15951.55,16130.75,179.2,1.123401801,2021
105,02-08-2021,15874.9,15885.15,10.25,0.064567336,2021
106,30-07-2021,15800.6,15763.05,-37.55,-0.237649203,2021
107,29-07-2021,15762.7,15778.45,15.75,0.09991943,2021
108,28-07-2021,15761.55,15709.4,-52.15,-0.330868474,2021
109,27-07-2021,15860.5,15746.45,-114.05,-0.719081996,2021
110,26-07-2021,15849.3,15824.45,-24.85,-0.156789259,2021
111,23-07-2021,15856.8,15856.05,-0.75,-0.004729832,2021
112,22-07-2021,15736.6,15824.05,87.45,0.555710891,2021
113,20-07-2021,15703.95,15632.1,-71.85,-0.457528202,2021
114,19-07-2021,15754.5,15752.4,-2.1,-0.013329525,2021
115,16-07-2021,15958.35,15923.4,-34.95,-0.219007604,2021
116,15-07-2021,15872.15,15924.2,52.05,0.327932889,2021
117,14-07-2021,15808.7,15853.95,45.25,0.286234795,2021
118,13-07-2021,15794,15812.35,18.35,0.116183361,2021
119,12-07-2021,15766.8,15692.6,-74.2,-0.470609128,2021
120,09-07-2021,15688.25,15689.8,1.55,0.009880006,2021
121,08-07-2021,15855.4,15727.9,-127.5,-0.804142437,2021
122,07-07-2021,15819.6,15879.65,60.05,0.379592404,2021
123,06-07-2021,15813.75,15818.25,4.5,0.028456249,2021
124,05-07-2021,15793.4,15834.35,40.95,0.259285524,2021
125,02-07-2021,15705.85,15722.2,16.35,0.104101338,2021
126,01-07-2021,15755.05,15680,-75.05,-0.4763552,2021
127,30-06-2021,15776.9,15721.5,-55.4,-0.351146296,2021
128,29-06-2021,15807.5,15748.45,-59.05,-0.373556856,2021
129,28-06-2021,15915.35,15814.7,-100.65,-0.632408335,2021
130,25-06-2021,15839.35,15860.35,21,0.132581198,2021
131,24-06-2021,15737.3,15790.45,53.15,0.337732648,2021
132,23-06-2021,15862.8,15686.95,-175.85,-1.108568475,2021
133,22-06-2021,15840.5,15772.75,-67.75,-0.427701146,2021
134,21-06-2021,15525.85,15746.5,220.65,1.421178229,2021
135,18-06-2021,15756.5,15683.35,-73.15,-0.464252848,2021
136,17-06-2021,15648.3,15691.4,43.1,0.27542928,2021
137,16-06-2021,15847.5,15767.55,-79.95,-0.504495977,2021
138,15-06-2021,15866.95,15869.25,2.3,0.014495539,2021
139,14-06-2021,15791.4,15811.85,20.45,0.129500868,2021
140,11-06-2021,15796.45,15799.35,2.9,0.018358555,2021
141,10-06-2021,15692.1,15737.75,45.65,0.290910713,2021
142,09-06-2021,15766.3,15635.35,-130.95,-0.830568998,2021
143,08-06-2021,15773.9,15740.1,-33.8,-0.214278016,2021
144,07-06-2021,15725.1,15751.65,26.55,0.168838354,2021
145,04-06-2021,15712.5,15670.25,-42.25,-0.268894193,2021
146,03-06-2021,15655.55,15690.35,34.8,0.222285388,2021
147,02-06-2021,15520.35,15576.2,55.85,0.359850132,2021
148,01-06-2021,15629.65,15574.85,-54.8,-0.350615657,2021
149,31-05-2021,15437.75,15582.8,145.05,0.939579926,2021
150,28-05-2021,15421.2,15435.65,14.45,0.093702176,2021
151,27-05-2021,15323.95,15337.85,13.9,0.090707683,2021
152,26-05-2021,15257.05,15301.45,44.4,0.291013007,2021
153,25-05-2021,15291.75,15208.45,-83.3,-0.544738176,2021
154,24-05-2021,15211.35,15197.7,-13.65,-0.089735625,2021
155,21-05-2021,14987.8,15175.3,187.5,1.251017494,2021
156,20-05-2021,15042.6,14906.05,-136.55,-0.907755308,2021
157,19-05-2021,15058.6,15030.15,-28.45,-0.188928586,2021
158,18-05-2021,15067.2,15108.1,40.9,0.271450568,2021
159,17-05-2021,14756.25,14923.15,166.9,1.131046167,2021
160,14-05-2021,14749.4,14677.8,-71.6,-0.485443476,2021
161,12-05-2021,14823.55,14696.5,-127.05,-0.857082143,2021
162,11-05-2021,14789.7,14850.75,61.05,0.412787278,2021
163,10-05-2021,14928.25,14942.35,14.1,0.094451794,2021
164,07-05-2021,14816.85,14823.15,6.3,0.042519159,2021
165,06-05-2021,14668.35,14724.8,56.45,0.384842194,2021
166,05-05-2021,14604.15,14617.85,13.7,0.093808952,2021
167,04-05-2021,14687.25,14496.5,-190.75,-1.298745511,2021
168,03-05-2021,14481.05,14634.15,153.1,1.057243777,2021
169,30-04-2021,14747.35,14631.1,-116.25,-0.788277216,2021
170,29-04-2021,14979,14894.9,-84.1,-0.5614527,2021
171,28-04-2021,14710.5,14864.55,154.05,1.047211176,2021
172,27-04-2021,14493.8,14653.05,159.25,1.098745671,2021
173,26-04-2021,14449.45,14485,35.55,0.246030126,2021
174,23-04-2021,14326.35,14341.35,15,0.104702175,2021
175,22-04-2021,14219.15,14406.15,187,1.315127838,2021
176,20-04-2021,14526.7,14296.4,-230.3,-1.585356619,2021
177,19-04-2021,14306.6,14359.45,52.85,0.369409923,2021
178,16-04-2021,14599.6,14617.85,18.25,0.125003425,2021
179,15-04-2021,14522.4,14581.45,59.05,0.406613232,2021
180,13-04-2021,14364.9,14504.8,139.9,0.973901663,2021
181,12-04-2021,14644.65,14310.8,-333.85,-2.279672099,2021
182,09-04-2021,14882.65,14834.85,-47.8,-0.32117936,2021
183,08-04-2021,14875.65,14873.8,-1.85,-0.012436431,2021
184,07-04-2021,14716.45,14819.05,102.6,0.697179007,2021
185,06-04-2021,14737,14683.5,-53.5,-0.363031825,2021
186,05-04-2021,14837.7,14637.8,-199.9,-1.347243845,2021
187,01-04-2021,14798.4,14867.35,68.95,0.465928749,2021
188,31-03-2021,14811.85,14690.7,-121.15,-0.817926187,2021
189,30-03-2021,14628.5,14845.1,216.6,1.480671292,2021
190,26-03-2021,14506.3,14507.3,1,0.006893557,2021
191,25-03-2021,14570.9,14324.9,-246,-1.688296536,2021
192,24-03-2021,14712.45,14549.4,-163.05,-1.108245058,2021
193,23-03-2021,14768.55,14814.75,46.2,0.312826919,2021
194,22-03-2021,14736.3,14736.4,0.1,0.000678596,2021
195,19-03-2021,14471.15,14744,272.85,1.885475584,2021
196,18-03-2021,14855.5,14557.85,-297.65,-2.003635017,2021
197,17-03-2021,14946.55,14721.3,-225.25,-1.507036741,2021
198,16-03-2021,14996.1,14910.45,-85.65,-0.571148499,2021
199,15-03-2021,15048.4,14929.5,-118.9,-0.790117222,2021
200,12-03-2021,15321.15,15030.95,-290.2,-1.894113693,2021
201,10-03-2021,15202.15,15174.8,-27.35,-0.179908763,2021
202,09-03-2021,15049.9,15098.4,48.5,0.322261277,2021
203,08-03-2021,15002.45,14956.2,-46.25,-0.30828298,2021
204,05-03-2021,14977.95,14938.1,-39.85,-0.266057772,2021
205,04-03-2021,15026.75,15080.75,54,0.359359143,2021
206,03-03-2021,15064.4,15245.6,181.2,1.202835825,2021
207,02-03-2021,14865.3,14919.1,53.8,0.361916678,2021
208,01-03-2021,14702.5,14761.55,59.05,0.401632375,2021
209,26-02-2021,14888.6,14529.15,-359.45,-2.414263262,2021
210,25-02-2021,15079.85,15097.35,17.5,0.1160489,2021
211,24-02-2021,14729.15,14982,252.85,1.716663894,2021
212,23-02-2021,14782.25,14707.8,-74.45,-0.503644574,2021
213,22-02-2021,14999.05,14675.7,-323.35,-2.155803201,2021
214,19-02-2021,15074.8,14981.75,-93.05,-0.617255287,2021
215,18-02-2021,15238.7,15118.95,-119.75,-0.785828187,2021
216,17-02-2021,15279.9,15208.9,-71,-0.464662727,2021
217,16-02-2021,15371.45,15313.45,-58,-0.377322894,2021
218,15-02-2021,15270.3,15314.7,44.4,0.290760496,2021
219,12-02-2021,15186.2,15163.3,-22.9,-0.150794801,2021
220,11-02-2021,15073.25,15173.3,100.05,0.663758645,2021
221,10-02-2021,15119.05,15106.5,-12.55,-0.083007861,2021
222,09-02-2021,15164.15,15109.3,-54.85,-0.361708371,2021
223,08-02-2021,15064.3,15115.8,51.5,0.34186786,2021
224,05-02-2021,14952.6,14924.25,-28.35,-0.189599133,2021
225,04-02-2021,14789.05,14895.65,106.6,0.720803568,2021
226,03-02-2021,14754.9,14789.95,35.05,0.237548204,2021
227,02-02-2021,14481.1,14647.85,166.75,1.151500922,2021
228,01-02-2021,13758.6,14281.2,522.6,3.798351576,2021
229,29-01-2021,13946.6,13634.6,-312,-2.237104384,2021
230,28-01-2021,13810.4,13817.55,7.15,0.051772577,2021
231,27-01-2021,14237.95,13967.5,-270.45,-1.899500982,2021
232,25-01-2021,14477.8,14238.9,-238.9,-1.650112586,2021
233,22-01-2021,14583.4,14371.9,-211.5,-1.450279084,2021
234,21-01-2021,14730.95,14590.35,-140.6,-0.954453039,2021
235,20-01-2021,14538.3,14644.7,106.4,0.731859984,2021
236,19-01-2021,14371.65,14521.15,149.5,1.040242422,2021
237,18-01-2021,14453.3,14281.3,-172,-1.190039645,2021
238,15-01-2021,14594.35,14433.7,-160.65,-1.100768448,2021
239,14-01-2021,14550.05,14595.6,45.55,0.313057343,2021
240,13-01-2021,14639.8,14564.85,-74.95,-0.511960546,2021
241,12-01-2021,14473.8,14563.45,89.65,0.619395045,2021
242,11-01-2021,14474.05,14484.75,10.7,0.073925404,2021
243,08-01-2021,14258.4,14347.25,88.85,0.623141446,2021
244,07-01-2021,14253.75,14137.35,-116.4,-0.816627203,2021
245,06-01-2021,14240.95,14146.25,-94.7,-0.664983727,2021
246,05-01-2021,14075.15,14199.5,124.35,0.883471935,2021
247,04-01-2021,14104.35,14132.9,28.55,0.202419821,2021
248,01-01-2021,13996.1,14018.5,22.4,0.160044584,2021
1,31-12-2020,13970,13981.75,11.75,0.084108805,2020
2,30-12-2020,13980.9,13981.95,1.05,0.007510246,2020
3,29-12-2020,13910.35,13932.6,22.25,0.159952841,2020
4,28-12-2020,13815.15,13873.2,58.05,0.420190877,2020
5,24-12-2020,13672.15,13749.25,77.1,0.563920086,2020
6,23-12-2020,13473.5,13601.1,127.6,0.947044198,2020
7,22-12-2020,13373.65,13466.3,92.65,0.692780206,2020
8,21-12-2020,13741.9,13328.4,-413.5,-3.009045329,2020
9,18-12-2020,13764.4,13760.55,-3.85,-0.027970707,2020
10,17-12-2020,13713.55,13740.7,27.15,0.197979371,2020
11,16-12-2020,13663.1,13682.7,19.6,0.143452072,2020
12,15-12-2020,13547.2,13567.85,20.65,0.152430022,2020
13,14-12-2020,13571.45,13558.15,-13.3,-0.097999845,2020
14,11-12-2020,13512.3,13513.85,1.55,0.01147103,2020
15,10-12-2020,13488.5,13478.3,-10.2,-0.075619973,2020
16,09-12-2020,13458.1,13529.1,71,0.527563326,2020
17,08-12-2020,13393.85,13392.95,-0.9,-0.006719502,2020
18,07-12-2020,13264.85,13355.75,90.9,0.685269717,2020
19,04-12-2020,13177.4,13258.55,81.15,0.615827098,2020
20,03-12-2020,13215.3,13133.9,-81.4,-0.615952721,2020
21,02-12-2020,13121.4,13113.75,-7.65,-0.058301706,2020
22,01-12-2020,13062.2,13109.05,46.85,0.358668524,2020
23,27-11-2020,13012.05,12968.95,-43.1,-0.331231435,2020
24,26-11-2020,12906.45,12987,80.55,0.624106551,2020
25,25-11-2020,13130,12858.4,-271.6,-2.068545316,2020
26,24-11-2020,13002.6,13055.15,52.55,0.404149939,2020
27,23-11-2020,12960.3,12926.45,-33.85,-0.261182226,2020
28,20-11-2020,12813.4,12859.05,45.65,0.356267657,2020
29,19-11-2020,12839.5,12771.7,-67.8,-0.528057946,2020
30,18-11-2020,12860.1,12938.25,78.15,0.607693564,2020
31,17-11-2020,12932.5,12874.2,-58.3,-0.450802242,2020
32,14-11-2020,12823.35,12780.25,-43.1,-0.33610562,2020
33,13-11-2020,12659.7,12719.95,60.25,0.475919651,2020
34,12-11-2020,12702.15,12690.8,-11.35,-0.089354952,2020
35,11-11-2020,12680.6,12749.15,68.55,0.540589562,2020
36,10-11-2020,12556.4,12631.1,74.7,0.59491574,2020
37,09-11-2020,12399.4,12461.05,61.65,0.497201477,2020
38,06-11-2020,12156.65,12263.55,106.9,0.879354098,2020
39,05-11-2020,12062.4,12120.3,57.9,0.480003979,2020
40,04-11-2020,11783.35,11908.5,125.15,1.06209185,2020
41,03-11-2020,11734.45,11813.5,79.05,0.673657479,2020
42,02-11-2020,11697.35,11669.15,-28.2,-0.241080245,2020
43,30-10-2020,11678.45,11642.4,-36.05,-0.308688225,2020
44,29-10-2020,11633.3,11670.8,37.5,0.322350494,2020
45,28-10-2020,11922.6,11729.6,-193,-1.618774428,2020
46,27-10-2020,11807.1,11889.4,82.3,0.697038223,2020
47,26-10-2020,11937.4,11767.75,-169.65,-1.421163737,2020
48,23-10-2020,11957.9,11930.35,-27.55,-0.230391624,2020
49,22-10-2020,11890,11896.45,6.45,0.054247267,2020
50,21-10-2020,11958.55,11937.65,-20.9,-0.174770353,2020
51,20-10-2020,11861,11896.8,35.8,0.301829525,2020
52,19-10-2020,11879.2,11873.05,-6.15,-0.051771163,2020
53,16-10-2020,11727.4,11762.45,35.05,0.298872725,2020
54,15-10-2020,12023.45,11680.35,-343.1,-2.853590276,2020
55,14-10-2020,11917.4,11971.05,53.65,0.450182087,2020
56,13-10-2020,11934.65,11934.5,-0.15,-0.001256845,2020
57,12-10-2020,11973.55,11930.95,-42.6,-0.355784208,2020
58,09-10-2020,11852.05,11914.2,62.15,0.524381858,2020
59,08-10-2020,11835.4,11834.6,-0.8,-0.006759383,2020
60,07-10-2020,11679.25,11738.85,59.6,0.510306741,2020
61,06-10-2020,11603.45,11662.4,58.95,0.508038557,2020
62,05-10-2020,11487.8,11503.35,15.55,0.135360992,2020
63,01-10-2020,11364.45,11416.95,52.5,0.461966923,2020
64,30-09-2020,11244.45,11247.55,3.1,0.027569156,2020
65,29-09-2020,11288.6,11222.4,-66.2,-0.58643233,2020
66,28-09-2020,11140.85,11227.55,86.7,0.778217102,2020
67,25-09-2020,10910.4,11050.25,139.85,1.281804517,2020
68,24-09-2020,11011,10805.55,-205.45,-1.865861411,2020
69,23-09-2020,11258.75,11131.85,-126.9,-1.127123349,2020
70,22-09-2020,11301.75,11153.65,-148.1,-1.310416528,2020
71,21-09-2020,11503.8,11250.55,-253.25,-2.201446479,2020
72,18-09-2020,11584.1,11504.95,-79.15,-0.683264129,2020
73,17-09-2020,11539.4,11516.1,-23.3,-0.201916911,2020
74,16-09-2020,11538.45,11604.55,66.1,0.57286724,2020
75,15-09-2020,11487.2,11521.8,34.6,0.301204819,2020
76,14-09-2020,11540.15,11440.05,-100.1,-0.867406403,2020
77,11-09-2020,11447.8,11464.45,16.65,0.145442793,2020
78,10-09-2020,11363.3,11449.25,85.95,0.756382389,2020
79,09-09-2020,11218.6,11278,59.4,0.529477831,2020
80,08-09-2020,11378.55,11317.35,-61.2,-0.53785412,2020
81,07-09-2020,11359.6,11355.05,-4.55,-0.040054227,2020
82,04-09-2020,11354.4,11333.85,-20.55,-0.180987106,2020
83,03-09-2020,11566.2,11527.45,-38.75,-0.335027926,2020
84,02-09-2020,11478.55,11535,56.45,0.491786855,2020
85,01-09-2020,11464.3,11470.25,5.95,0.051900247,2020
86,31-08-2020,11777.55,11387.5,-390.05,-3.311809332,2020
87,28-08-2020,11602.95,11647.6,44.65,0.38481593,2020
88,27-08-2020,11609.3,11559.25,-50.05,-0.431119878,2020
89,26-08-2020,11512.85,11549.6,36.75,0.319208537,2020
90,25-08-2020,11513.1,11472.25,-40.85,-0.354813213,2020
91,24-08-2020,11412,11466.45,54.45,0.477129338,2020
92,21-08-2020,11409.65,11371.6,-38.05,-0.333489634,2020
93,20-08-2020,11317.45,11312.2,-5.25,-0.046388542,2020
94,19-08-2020,11452.15,11408.4,-43.75,-0.382024336,2020
95,18-08-2020,11259.8,11385.35,125.55,1.115028686,2020
96,17-08-2020,11248.9,11247.1,-1.8,-0.016001565,2020
97,14-08-2020,11353.3,11178.4,-174.9,-1.540521258,2020
98,13-08-2020,11334.85,11300.45,-34.4,-0.303488798,2020
99,12-08-2020,11289,11308.4,19.4,0.171848702,2020
100,11-08-2020,11322.25,11322.5,0.25,0.002208042,2020
101,10-08-2020,11270.25,11270.15,-0.1,-0.000887292,2020
102,07-08-2020,11186.65,11214.05,27.4,0.244934811,2020
103,06-08-2020,11185.7,11200.15,14.45,0.129182796,2020
104,05-08-2020,11155.75,11101.65,-54.1,-0.484951707,2020
105,04-08-2020,10946.65,11095.25,148.6,1.357492932,2020
